Year,Round,College Code,College,Course,3AG,3AH,3AK,3AKH,3AR,3ARH,GM,GMH,GMK,GMKH,GMR,GMRH
2023,R1,E237,"Presidency University Yelahanka, Bangalore","Computer Science (Networks)",48732,,,,,,39274,,79929,,57192,
2023,R1,E238,"Mysuru Royal Institute of Technology Mandya (D)","Computer Science and Engineering",58586,,,,,,57472,,67532,,61923,
2023,R1,E239,"East West College of Engineering Yelahanka New Town, Bangalore","Computer Science and Engineering",41076,,,,,,40986,,42844,,45069,
2023,R1,E240,"Dayananda Sagar University Hosur Road, Bangalore","Computer Science and Engineering",24116,,,,25929,,21343,,32871,,25670,
2023,R1,E241,"KLE Technological University(Formerly BVBCET) Dharward Dist","Computer Science (Artificial Intelligence)",8492,,,,,,7072,,9966,,12613,
2023,R1,E241,"KLE Technological University(Formerly BVBCET) Dharward Dist","Computer Science and Engineering",5842,,,,7038,,4182,,4800,,5446,
2023,R1,E252,"Mysore College of Engineering and Management Mysore","Computer Science and Engineering",53181,,,,,,52987,,60713,,63993,
2023,R1,E252,"Mysore College of Engineering and Management Mysore","Information Science and Engineering",,,67431,,,,57647,,,,65206,
2023,R1,E254,"A J Institute Of Engineering And Technology MANGALORE","Artificial Intelligence and Data Science",58233,,,,59311,,52995,,55655,,53987,
2023,R1,E254,"A J Institute Of Engineering And Technology MANGALORE","Computer Science (AI and Machine Learning)",,,,,,,50099,,63303,,60796,
2023,R1,E254,"A J Institute Of Engineering And Technology MANGALORE","Computer Science and Engineering",40411,,,,,,38461,,38848,,43662,
2023,R1,E254,"A J Institute Of Engineering And Technology MANGALORE","Information Science and Engineering",50371,,,,,,45419,,,,46794,
2023,R1,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science (AI and Machine Learning)",55418,,,,,,52672,,76096,,61768,
2023,R1,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science and Engineering",43303,,,,53661,,42018,,47728,,52172,
2023,R1,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science - Cyber Security",,,,,,,55139,,64142,,56552,
2023,R1,E255,"Gitam School Of Technology BANGALORE RURAL DIST","Computer Science and Engineering - Data Science",55817,,,,,,55674,,,,62197,
2023,R1,E257,"CMR University CHAGALATTI, BANGALORE","Computer Science and Engineering",33684,,,,42024,,31107,,42447,,40481,
2023,R1,E257,"CMR University CHAGALATTI, BANGALORE","Computer Science (AI and Machine Learning)",35411,,,,,,34209,,44633,,55852,
2023,R1,E258,"Maharaja Institute of Technology THANDAVAPURA, MYSORE","Artificial Intelligence and Data Science",40159,,,,,,38001,,54215,,52697,
2023,R1,E258,"Maharaja Institute of Technology THANDAVAPURA, MYSORE","Computer Science (AI and Machine Learning)",51163,,71320,,,,51089,,,,55608,
2023,R1,E258,"Maharaja Institute of Technology THANDAVAPURA, MYSORE","Computer Science and Engineering",31170,,,,,,30403,,35571,,38475,
2023,R1,E265,"Jain College of Engineering and Technology Hubballi","Artificial Intelligence and Machine Learning",52382,,,,,,44016,,49374,,56727,
2023,R1,E265,"Jain College of Engineering and Technology Hubballi","Computer Science and Engineering",41070,,,,,,36741,,37548,,40462,
2023,R1,E269,"Jain College of Engineering and Research Udyambhag, Belgaum","Computer Science (AI and Machine Learning)",74339,,,,,,56692,,59836,,64894,
2023,R1,E269,"Jain College of Engineering and Research Udyambhag, Belgaum","Computer Science and Engineering",39936,,,,,,35884,,36276,,36364,
2023,R1,E272,"Government Engineering College Talakal,Koppal","Computer Science and Engineering",,,,,,,46446,,47006,,49174,
2023,R1,E273,"Government Engineering College Viprasainagar, Gangavathi","Computer Science and Engineering",59464,,,,,,56807,,,,58073,
2023,R1,E274,"Government Engineering College Moselehosahalli,Hassan","Computer Science and Engineering",47293,,,,,,47108,,49772,,48780,
2023,R1,E275,"R V Institute of Technology and Management JP Nagar, Bengaluru","Computer Science and Engineering",8441,,,,,,7076,,8821,,10544,
2023,R1,E275,"R V Institute of Technology and Management JP Nagar, Bengaluru","Information Science and Engineering",9294,,,,,,9106,,20555,,15726,
2023,R1,E279,"Visvesvaraya Technological University Belgaum","Computer Science and Engineering",29217,,,,29260,,20281,,20656,,22675,
2023,R1,E281,"Government Engineering College Challakere,Chitradurga","Artificial Intelligence and Machine Learning",68268,,85832,,,,56011,,59661,,65657,
2023,R1,E281,"Government Engineering College Challakere,Chitradurga","Computer Science and Engineering",65463,,,,68459,,54646,,61787,,59422,
2023,R1,E283,"University of Mysore Mysore","Artificial Intelligence and Data Science",46008,,,,,,41613,,48390,,52040,
2023,R1,E283,"University of Mysore Mysore","Artificial Intelligence and Machine Learning",41004,,,,62096,,40410,,46081,,54794,
2023,R1,E283,"University of Mysore Mysore","Computer Science and Design",61480,,,,,,58249,,70601,,78974,
2023,R1,E284,"Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore","Computer Science and Engineering",2585,,,,,,2408,,7271,,4796,
2023,R1,E285,"R V University Bangalore","Computer Science and Engineering",8848,,23078,,15150,,6911,,16126,,14871,
2023,R1,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Artificial Intelligence and Data Science",39404,,,,,,38660,,,,45246,
2023,R1,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Artificial Intelligence and Machine Learning",38378,,,,48618,,37628,,54980,,41451,
2023,R1,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Computer Science and Design",,,,,,,48577,,71888,,56994,
2023,R1,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Computer Science and Engineering",24107,,,,,,22422,,,,28067,
2023,R1,E286,"BGS College of Engineering and Technology Mahalakshmipuram,Bangalore","Information Science and Engineering",28372,,,,,,26993,,49583,,36226,
2023,R1,E288,"Garden City University Bangalore","Computer Science and Engineering",50144,,,,65505,,48487,,69070,,64647,
2023,R1,E289,"Visvesvaraya Technological University - Regional Center Rajapur,Kalburgi","Computer Science and Engineering",,,59679,,,,34063,,,,35093,
2023,R1,E290,"Visvesvaraya Technological University - Regional Center Mysore","Computer Science and Engineering",26455,,,,29822,,25034,,25075,,26871,
2023,R1,E291,"Government Engineering College Naragund,Gadag","Artificial Intelligence and Data Science",63271,,,,88517,,59427,,68518,,72882,
2023,R1,E291,"Government Engineering College Naragund,Gadag","Computer Science and Engineering",65486,,,,,,59099,,59527,,64506,
2023,R1,E292,"Government Engineering College Bidar","Computer Science and Engineering",62495,,,,,,42443,,,,43458,
2023,R1,E297,"ADITYA COLLEGE OF ENGINEERING AND TECHNOLOGY YELAHANKA, BANGALORE","Computer Science and Engineering",61789,,,,,,56966,,60634,,69513,
2023,R1,E300,"AKASH INTITUTE OF ENGINEERING AND TECHNOLOGY KASABA HOBLI, BANGALORE RURAL","Computer Science and Engineering",60353,,,,,,59997,,,,66567,
2023,R2,E001,"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","Artificial Intelligence and Machine Learning",5487,,,,,,5267,,7979,,8298,
2023,R2,E001,"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","Computer Science and Engineering",3400,,,,5402,,2929,,4712,,5127,
2023,R2,E001,"University of Visvesvaraya College of Engineering Bangalore ( PUBLIC UNIV. )","Information Science and Engineering",4247,,,,,,4009,,7193,,5962,
2023,R2,E002,"S K S J T Institute of Engineering. Bangalore","Computer Science and Engineering",15815,,,,,,15261,,19704,,17703,
2023,R2,E004,"Dr. Ambedkar Institute Of Technology Bangalore","Computer Science and Engineering",9486,,11482,,,,9059,,9790,,10853,
2023,R2,E005,"R. V. College of Engineering Bangalore","Artificial Intelligence and Machine Learning",1213,,,,,,660,,3175,,2190,
2023,R2,E005,"R. V. College of Engineering Bangalore","Computer Science and Engineering",397,,,,844,,310,,1659,,731,
2023,R2,E005,"R. V. College of Engineering Bangalore","Computer Science - Cyber Security",1177,,5075,,,,726,,,,2620,
2023,R2,E005,"R. V. College of Engineering Bangalore","Computer Science and Engineering - Data Science",839,,,,,,511,,2750,,1777,
2023,R2,E005,"R. V. College of Engineering Bangalore","Information Science and Engineering",659,,,,,,435,,3599,,976,
2023,R2,E006,"M S Ramaiah Institute of Technology Bangalore","Artificial Intelligence and Data Science",3678,,,,5810,,2860,,3294,,5634,
2023,R2,E006,"M S Ramaiah Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",2966,,,,,,2415,,6501,,4590,
2023,R2,E006,"M S Ramaiah Institute of Technology Bangalore","Computer Science (AI and Machine Learning)",3293,,,,5229,,2230,,7784,,3977,
2023,R2,E006,"M S Ramaiah Institute of Technology Bangalore","Computer Science and Engineering",1553,,,,,,1171,,3592,,2836,
2023,R2,E006,"M S Ramaiah Institute of Technology Bangalore","Computer Science - Cyber Security",3764,,,,,,2762,,,,5561,
2023,R2,E006,"M S Ramaiah Institute of Technology Bangalore","Information Science and Engineering",2328,,,,,,1995,,4207,,3260,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Artificial Intelligence and Machine Learning",5459,,,,,,4892,,,,7724,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science and Design",11288,,,,,,8863,,,,17362,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science and Engineering",4091,,,,5865,,3677,,6701,,5247,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science - Cyber Security",8509,,,,,,6538,,,,10111,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science and Engineering - Data Science",7102,,,,,,5839,,12872,,8933,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Computer Science - IoT and Cyber Security",9857,,,,,,8208,,,,11980,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Information Science and Engineering",6038,,,,,,5528,,11255,,7718,
2023,R2,E007,"Dayananda Sagar College of Engineering Bangalore","Robotics and Artificial Intelligence",16693,,,,,,12588,,,,27621,
2023,R2,E008,"Bangalore Institute of Technology Bangalore","Artificial Intelligence and Machine Learning",7355,,23188,,,,6735,,,,10702,
2023,R2,E008,"Bangalore Institute of Technology Bangalore","Computer Science and Engineering",5748,,,,7715,,5509,,8229,,7162,
2023,R2,E008,"Bangalore Institute of Technology Bangalore","Computer Science and Engineering - Data Science",9433,,,,,,8122,,19877,,12102,
2023,R2,E008,"Bangalore Institute of Technology Bangalore","Computer Science - IoT and Cyber Security",13217,,,,,,10775,,,,16844,
2023,R2,E008,"Bangalore Institute of Technology Bangalore","Information Science and Engineering",7597,,,,,,7440,,11622,,8775,
2023,R2,E008,"Bangalore Institute of Technology Bangalore","Robotics and Artificial Intelligence",17170,,,,,,16915,,50409,,17860,
2023,R2,E009,"P E S University (Ring Road Campus) Bangalore","Computer Science and Engineering",1614,,,,3481,,1124,,4618,,3215,
2023,R2,E011,"M V J College of Engineering Bangalore","Artificial Intelligence and Machine Learning",,,,,,,21704,,,,21994,
2023,R2,E011,"M V J College of Engineering Bangalore","Computer Science and Design",33323,,,,,,33121,,,,46353,
2023,R2,E011,"M V J College of Engineering Bangalore","Computer Science and Engineering",20455,,,,,,19389,,21357,,21961,
2023,R2,E011,"M V J College of Engineering Bangalore","Computer Science and Engineering - Data Science",25365,,,,32307,,25338,,,,30524,
2023,R2,E011,"M V J College of Engineering Bangalore","Information Science and Engineering",24186,,,,,,22211,,27584,,24477,
2023,R2,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Artificial Intelligence and Machine Learning",14225,,,,17560,,13622,,20276,,16682,
2023,R2,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Computer Science and Engineering",10594,,,,,,9858,,10166,,11664,
2023,R2,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Computer Science - IoT and Cyber Security",18390,,,,,,17947,,,,26383,
2023,R2,E012,"Sir M.Visveswaraya Institute of Technology Hunasemaranahalli,Bangalore,","Information Science and Engineering",12941,,,,15839,,12914,,18553,,15536,
2023,R2,E014,"S J C Institute of Technology Chickballapur","Artificial Intelligence and Data Science",40132,,61295,,,,33747,,,,40900,
2023,R2,E014,"S J C Institute of Technology Chickballapur","Computer Science (AI and Machine Learning)",39723,,,,,,36618,,,,41127,
2023,R2,E014,"S J C Institute of Technology Chickballapur","Computer Science and Engineering",26691,,,,,,25222,,32835,,31532,
2023,R2,E014,"S J C Institute of Technology Chickballapur","Information Science and Engineering",36776,,,,,,35799,,46256,,39698,
2023,R2,E016,"Siddaganga Institute of Technology Tumkur","Artificial Intelligence and Data Science",11605,,,,,,10054,,12877,,11705,
2023,R2,E016,"Siddaganga Institute of Technology Tumkur","Computer Science (AI and Machine Learning)",10063,,,,,,9869,,,,10066,
2023,R2,E016,"Siddaganga Institute of Technology Tumkur","Computer Science and Engineering",6454,,,,,,5328,,8226,,6739,
2023,R2,E016,"Siddaganga Institute of Technology Tumkur","Information Science and Engineering",8296,,,,,,8223,,10632,,9434,
2023,R2,E017,"Sri Siddartha Institute of Technology Tumkur","Artificial Intelligence and Machine Learning",,,,,,,33389,,34417,,38324,
2023,R2,E017,"Sri Siddartha Institute of Technology Tumkur","Computer Science and Engineering",28174,,,,35058,,27296,,32692,,34100,
2023,R2,E017,"Sri Siddartha Institute of Technology Tumkur","Computer Science - Cyber Security",54216,,102108,,,,51848,,,,64249,
2023,R2,E017,"Sri Siddartha Institute of Technology Tumkur","Computer Science and Engineering - Data Science",,,,,,,48429,,65905,,49050,
2023,R2,E017,"Sri Siddartha Institute of Technology Tumkur","Information Science and Engineering",34437,,,,,,34131,,45463,,40942,
2023,R2,E018,"Kalpatharu Institute of Technology Tiptur","Computer Science and Engineering",56578,,,,,,50716,,62426,,54798,
2023,R2,E021,"Sri Jayachamarajendra College of Engineering(Const. of JSS Univ.) Mysore","Computer Science and Engineering",2239,,,,,,1854,,2863,,3783,
2023,R2,E028,"Tontadarya College of Engineering Gadag","Computer Science and Engineering",55223,,,,,,47427,,50385,,55946,
2023,R2,E029,"Maratha Mandal Engineering College Belgaum","Computer Science and Engineering",73373,,,,,,59603,,61989,,67031,
2023,R2,E031,"Basaveshwara Engineering College Bagalkot","Computer Science and Engineering",15194,,,,21733,,14950,,14976,,17391,
2023,R2,E033,"Sri Taralabalu Jagadguru Institute of Technology. Ranebennur","Computer Science and Engineering",72042,,,,,,58547,,,,61927,
2023,R2,E034,"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","Artificial Intelligence and Machine Learning",20686,,,,25732,,14819,,18780,,15577,
2023,R2,E034,"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","Computer Science and Engineering",12878,,,,,,10164,,10812,,11339,
2023,R2,E034,"Sri Dharmasthala Manjunatheswara College of Engineering Dharwad","Information Science and Engineering",13294,,,,,,12508,,13477,,14261,
2023,R2,E036,"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","Computer Science (Artificial Intelligence)",35493,,,,,,19602,,25677,,21944,
2023,R2,E036,"KLE Technological University(Formerly KLE Dr.MS Sheshagiri Col.) Belgaum","Computer Science and Engineering",21220,,,,,,16417,,16436,,18792,
2023,R2,E037,"K.L.S. Gogte Institute of Technology Belgaum","Computer Science and Engineering",13528,,,,,,9207,,10573,,11682,
